,monster_name,monster_level,action_term,action_name,damage_type,attack_range,action_cost,attack_type,damage_dice_calculations,attack_roll_mod,spell_DC,spell_slot_level,casting time,target,area,duration,saving throw,spell attack,conditions
3248,barushak il-varashma,11,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['2', '6', '8']]",20.0,0,0,0,0,0,0,0,0,0
3249,barushak il-varashma,11,Attack 2,dagger,['piercing'],5,1,melee,"[['1', '4', '8']]",21.0,0,0,0,0,0,0,0,0,0
3250,barushak il-varashma,11,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', '8']]",21.0,0,0,0,0,0,0,0,0,0
3252,bloody berleth,11,Attack 1,shovel,['slashing'],5,1,melee,"[['2', '10', '11']]",24.0,0,0,0,0,0,0,0,0,0
3253,bloody berleth,11,Attack 2,heavy,['piercing'],120,2,range,"[['1', '10', 0]]",19.0,0,0,0,0,0,0,0,0,0
3254,gage carlyle,11,Attack 1,dagger,['piercing'],5,1,melee,"[['3', '4', '3']]",22.0,0,0,0,0,0,0,0,0,0
3256,gage carlyle,11,Attack 3,hand,['piercing'],60,2,range,"[['3', '6', 0]]",22.0,0,0,0,0,0,0,0,0,0
3257,galudu,11,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '9']]",22.0,0,0,0,0,0,0,0,0,0
3258,galudu,11,Attack 2,dagger,['piercing'],5,1,melee,"[['1', '4', '9']]",22.0,0,0,0,0,0,0,0,0,0
3261,ginjana mindkeeper,11,Attack 1,shortsword,['piercing'],5,1,melee,"[['2', '6', '13']]",24.0,0,0,0,0,0,0,0,0,0
3262,ginjana mindkeeper,11,Attack 2,heavy,['piercing'],120,2,range,"[['2', '10', '13']]",25.0,0,0,0,0,0,0,0,0,0
3264,headless xulgath,11,Attack 1,claw,['slashing'],5,1,melee,"[['2', '8', '13']]",22.0,0,0,0,0,0,0,0,0,0
3265,hellknight paravicar,11,Attack 1,morningstar,['bludgeoning'],5,1,melee,"[['2', '6', '8']]",21.0,0,0,0,0,0,0,0,0,0
3266,hellknight paravicar,11,Attack 2,crossbow,['piercing'],120,2,range,"[['2', '8', '4']]",19.0,0,0,0,0,0,0,0,0,0
3267,iroran skeleton,11,Attack 1,claw,['slashing'],5,1,melee,"[['4', '6', '12']]",24.0,0,0,0,0,0,0,0,0,0
3268,lady's whisper,11,Attack 1,claw,['slashing'],5,1,melee,"[['2', '10', '7']]",23.0,0,0,0,0,0,0,0,0,0
3269,mistress dusklight,11,Attack 1,whip,['slashing'],5,1,melee,"[['2', '4', '12']]",23.0,0,0,0,0,0,0,0,0,0
3270,mistress dusklight,11,Attack 2,dagger,['piercing'],5,1,melee,"[['1', '4', '5']]",22.0,0,0,0,0,0,0,0,0,0
3272,nolly peltry,11,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '8']]",22.0,0,0,0,0,0,0,0,0,0
3273,nolly peltry,11,Attack 2,Nollyes,"['bludgeoning', 'chaotic']",80,2,range,"[['2', '10', '7'], ['1', '6', 0]]",23.0,0,0,0,0,0,0,0,0,0
3274,nolly peltry,11,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', '8']]",22.0,0,0,0,0,0,0,0,0,0
3277,norgorberite poisoner,11,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '9']]",22.0,0,0,0,0,0,0,0,0,0
3278,norgorberite poisoner,11,Attack 2,shortsword,['piercing'],5,1,melee,"[['2', '6', '9']]",23.0,0,0,0,0,0,0,0,0,0
3279,norgorberite poisoner,11,Attack 3,dagger,['piercing'],10,1,range,"[['1', '4', '9']]",22.0,0,0,0,0,0,0,0,0,0
3282,pathfinder venture-captain,11,Attack 1,warhammer,['bludgeoning'],5,1,melee,"[['2', '8', '11']]",24.0,0,0,0,0,0,0,0,0,0
3283,pathfinder venture-captain,11,Attack 2,composite,['piercing'],100,1,range,"[['2', '8', '8']]",20.0,0,0,0,0,0,0,0,0,0
3284,privateer captain,11,Attack 1,rapier,['piercing'],5,1,melee,"[['2', '6', '5']]",21.0,0,0,0,0,0,0,0,0,0
3285,privateer captain,11,Attack 2,crossbow,['piercing'],120,2,range,"[['1', '8', '5']]",21.0,0,0,0,0,0,0,0,0,0
3286,quara orshendiel,11,Attack 1,kukri,['slashing'],5,1,melee,"[['2', '6', '9']]",24.0,0,0,0,0,0,0,0,0,0
3287,quara orshendiel,11,Attack 2,repeating,['piercing'],60,2,range,"[['2', '6', '9']]",24.0,0,0,0,0,0,0,0,0,0
3288,salaisa malthulas,11,Attack 1,longsword,"['slashing', 'acid']",5,1,melee,"[['2', '8', '9'], ['1', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3289,salaisa malthulas,11,Attack 2,hand,['piercing'],5,1,range,"[['1', '6', '8']]",22.0,0,0,0,0,0,0,0,0,0
3290,scarlet triad snipers,11,Attack 1,pick,['piercing'],5,1,melee,"[['1', '6', '10']]",22.0,0,0,0,0,0,0,0,0,0
3291,scarlet triad snipers,11,Attack 2,composite,['piercing'],100,2,range,"[['2', '8', '8']]",23.0,0,0,0,0,0,0,0,0,0
3292,sodden sentinel,11,Attack 1,fist,['bludgeoning'],5,1,melee,"[['2', '12', '16']]",24.0,0,0,0,0,0,0,0,0,0
3293,starwatch commando,11,Attack 1,longsword,['slashing'],5,1,melee,"[['2', '8', '10']]",24.0,0,0,0,0,0,0,0,0,0
3294,starwatch commando,11,Attack 2,crossbow,['piercing'],120,2,range,"[['2', '8', '6']]",23.0,0,0,0,0,0,0,0,0,0
3295,starwatch commando,11,Attack 3,thunderstone,['sonic'],30,1,range,"[['3', '4', 0]]",22.0,0,0,0,0,0,0,0,0,0
3296,tempest-sun mage,11,Attack 1,staff,['bludgeoning'],5,1,melee,"[['1', '4', '2']]",16.0,0,0,0,0,0,0,0,0,0
3297,tempest-sun mage,11,Attack 2,crossbow,['piercing'],120,2,range,"[['1', '8', '2']]",20.0,0,0,0,0,0,0,0,0,0
3298,thea,11,Attack 1,rapier,['piercing'],5,1,melee,"[['2', '6', '8']]",24.0,0,0,0,0,0,0,0,0,0
3301,veteran reclaimer,11,Attack 1,bastard,['slashing'],5,1,melee,"[['2', '8', '8']]",21.0,0,0,0,0,0,0,0,0,0
3302,veteran reclaimer,11,Attack 2,dagger,['piercing'],5,1,melee,"[['1', '4', '8']]",21.0,0,0,0,0,0,0,0,0,0
3303,veteran reclaimer,11,Attack 3,composite,['piercing'],100,2,range,"[['2', '8', '6']]",22.0,0,0,0,0,0,0,0,0,0
3304,veteran reclaimer,11,Attack 4,dagger,['piercing'],10,1,range,"[['1', '4', '8']]",21.0,0,0,0,0,0,0,0,0,0
3306,goon,12,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '9']]",24.0,0,0,0,0,0,0,0,0,0
3307,goon,12,Attack 2,club,['bludgeoning'],5,1,melee,"[['2', '6', '9']]",25.0,0,0,0,0,0,0,0,0,0
3308,goon,12,Attack 3,dagger,['piercing'],5,1,range,"[['1', '4', '9']]",24.0,0,0,0,0,0,0,0,0,0
3310,inohr,12,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '10'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3311,inohr,12,Attack 2,composite,['piercing'],60,1,range,"[['2', '6', '1'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3312,priest of blackfingers,12,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '10'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3313,priest of blackfingers,12,Attack 2,composite,['piercing'],60,1,range,"[['2', '6', '1'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3314,urbeck munsho,12,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '10'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3315,urbeck munsho,12,Attack 2,composite,['piercing'],60,1,range,"[['2', '6', '1'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3316,arskuva the gnasher,12,Attack 1,war,"['bludgeoning', 'fire']",5,1,melee,"[['3', '10', '11'], ['1', '6', 0]]",25.0,0,0,0,0,0,0,0,0,0
3317,arskuva the gnasher,12,Attack 2,jaws,['piercing'],5,1,melee,"[['3', '8', '11']]",23.0,0,0,0,0,0,0,0,0,0
3318,arskuva the gnasher,12,Attack 3,claw,['slashing'],5,1,melee,"[['3', '4', '11']]",23.0,0,0,0,0,0,0,0,0,0
3319,belcorra haruvex,12,Attack 1,ghostly,[],5,1,melee,"[['3', '8', '12']]",24.0,0,0,0,0,0,0,0,0,0
3320,black whale guard,12,Attack 1,club,['bludgeoning'],5,1,melee,"[['1', '6', '11']]",24.0,0,0,0,0,0,0,0,0,0
3321,black whale guard,12,Attack 2,nightmare,['bludgeoning'],5,1,melee,"[['2', '6', '11']]",25.0,0,0,0,0,0,0,0,0,0
3324,black whale guard,12,Attack 5,shortbow,['piercing'],60,2,range,"[['1', '6', '6']]",22.0,0,0,0,0,0,0,0,0,0
3325,bloody barber goon,12,Attack 1,dagger,['piercing'],5,1,melee,"[['1', '4', '9']]",24.0,0,0,0,0,0,0,0,0,0
3326,bloody barber goon,12,Attack 2,club,['bludgeoning'],5,1,melee,"[['2', '6', '9']]",25.0,0,0,0,0,0,0,0,0,0
3327,bloody barber goon,12,Attack 3,dagger,['piercing'],5,1,range,"[['1', '4', '9']]",24.0,0,0,0,0,0,0,0,0,0
3329,corrupt guard,12,Attack 1,maul,['bludgeoning'],5,1,melee,"[['2', '12', '15']]",28.0,0,0,0,0,0,0,0,0,0
3330,corrupt guard,12,Attack 2,composite,['piercing'],60,2,range,"[['1', '8', '8']]",25.0,0,0,0,0,0,0,0,0,0
3331,kalyn pounch,12,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '10'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3332,kalyn pounch,12,Attack 2,composite,['piercing'],60,1,range,"[['2', '6', '1'], ['2', '6', 0]]",24.0,0,0,0,0,0,0,0,0,0
3333,lake serpent,12,Attack 1,jaws,['piercing'],5,1,melee,"[['3', '10', '14']]",27.0,0,0,0,0,0,0,0,0,0
3334,lake serpent,12,Attack 2,tail,['bludgeoning'],5,1,melee,"[['2', '10', '14']]",27.0,0,0,0,0,0,0,0,0,0
3335,lake serpent,12,Attack 3,water,['bludgeoning'],100,1,range,"[['2', '6', '12']]",25.0,0,0,0,0,0,0,0,0,0
3336,rahjita dyajjus,12,Attack 1,hand,[],5,1,melee,"[['4', '8', 0]]",24.0,0,0,0,0,0,0,0,0,0
3337,scathka,12,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '1']]",23.0,0,0,0,0,0,0,0,0,0
3338,scathka,12,Attack 2,dagger,['piercing'],10,1,range,"[['2', '4', '1']]",23.0,0,0,0,0,0,0,0,0,0
3340,stirvyn banyan,12,Attack 1,staff,['bludgeoning'],5,1,melee,"[['1', '4', '6']]",24.0,0,0,0,0,0,0,0,0,0
3341,tashlock banyan,12,Attack 1,rapier,['piercing'],5,1,melee,"[['1', '6', '11']]",24.0,0,0,0,0,0,0,0,0,0
3342,tashlock banyan,12,Attack 2,composite,['piercing'],60,2,range,"[['2', '6', '11']]",26.0,0,0,0,0,0,0,0,0,0
3344,vaklish,12,Attack 1,fangs,['piercing'],5,1,melee,"[['3', '10', '11']]",23.0,0,0,0,0,0,0,0,0,0
3345,vaklish,12,Attack 2,claw,['slashing'],5,1,melee,"[['3', '8', '11']]",24.0,0,0,0,0,0,0,0,0,0
3346,war sauropelta,12,Attack 1,tail,['bludgeoning'],5,1,melee,"[['3', '8', '13']]",24.0,0,0,0,0,0,0,0,0,0
3347,war sauropelta,12,Attack 2,foot,['bludgeoning'],5,1,melee,"[['3', '6', '13']]",24.0,0,0,0,0,0,0,0,0,0
3348,barking stag,13,Attack 1,antler,['piercing'],5,1,melee,"[['3', '10', '12']]",16.0,0,0,0,0,0,0,0,0,0
3349,barking stag,13,Attack 2,hoof,['bludgeoning'],5,1,melee,"[['3', '8', '12']]",16.0,0,0,0,0,0,0,0,0,0
3350,children of venom,13,Attack 1,shortsword,"['piercing', 'acid']",5,1,melee,"[['2', '6', '9'], ['3', '6', 0]]",28.0,0,0,0,0,0,0,0,0,0
3351,children of venom,13,Attack 2,pseudopod,"['bludgeoning', 'acid']",5,1,melee,"[['2', '8', '9'], ['3', '6', 0]]",25.0,0,0,0,0,0,0,0,0,0
3352,children of venom,13,Attack 3,acid,['acid'],30,1,range,"[['7', '6', 0]]",27.0,0,0,0,0,0,0,0,0,0
3354,clockwork assassin,13,Attack 1,rapier,['piercing'],5,1,melee,"[['3', '6', '12']]",27.0,0,0,0,0,0,0,0,0,0
3355,clockwork assassin,13,Attack 2,spinning,['slashing'],120,1,range,"[['2', '10', '9']]",27.0,0,0,0,0,0,0,0,0,0
3357,death drider,13,Attack 1,fangs,['piercing'],5,1,melee,"[['4', '6', '13']]",27.0,0,0,0,0,0,0,0,0,0
3359,duergar slave lord,13,Attack 1,hatchet,['slashing'],5,1,melee,"[['2', '6', '10']]",28.0,0,0,0,0,0,0,0,0,0
3360,duergar slave lord,13,Attack 2,composite,['piercing'],100,2,range,"[['2', '8', '8']]",29.0,0,0,0,0,0,0,0,0,0
3361,franca laurentz,13,Attack 1,shortsword,['piercing'],5,1,melee,"[['2', '6', '9']]",27.0,0,0,0,0,0,0,0,0,0
3362,franca laurentz,13,Attack 2,crossbow,['piercing'],120,2,range,"[['2', '8', 0]]",27.0,0,0,0,0,0,0,0,0,0
3364,gloaming will-o'-wisp,13,Attack 1,shock,['electricity'],5,1,melee,"[['4', '8', '13']]",27.0,0,0,0,0,0,0,0,0,0
3365,grabble forden,13,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '9']]",22.0,0,0,0,0,0,0,0,0,0
3366,grabble forden,13,Attack 2,staff,['bludgeoning'],5,1,melee,"[['1', '4', '9']]",20.0,0,0,0,0,0,0,0,0,0
3367,grabble forden,13,Attack 3,dagger,['piercing'],10,1,range,"[['2', '4', '9']]",22.0,0,0,0,0,0,0,0,0,0
3369,jaggaki,13,Attack 1,staff,['bludgeoning'],5,1,melee,"[['2', '4', '12']]",26.0,0,0,0,0,0,0,0,0,0
3370,jaggaki,13,Attack 2,hand,[],5,1,melee,"[['4', '8', 0]]",25.0,0,0,0,0,0,0,0,0,0
3372,jaggaki,13,Attack 4,rock,['bludgeoning'],120,1,range,"[['2', '6', '12']]",25.0,0,0,0,0,0,0,0,0,0
3373,laslunn,13,Attack 1,scimitar,"['slashing', 'force']",5,1,melee,"[['2', '6', '12']]",26.0,0,0,0,0,0,0,0,0,0
3374,laslunn,13,Attack 2,bite,['piercing'],5,1,melee,"[['2', '6', '12']]",25.0,0,0,0,0,0,0,0,0,0
3375,laslunn,13,Attack 3,composite,"['fire', 'piercing']",100,1,range,"[['2', '8', '10'], ['1', '6', 0]]",27.0,0,0,0,0,0,0,0,0,0
3376,talamira,13,Attack 1,ghostly,[],5,1,melee,"[['3', '10', '12']]",27.0,0,0,0,0,0,0,0,0,0
3377,tiderunner aquamancer,13,Attack 1,spear,['piercing'],5,1,melee,"[['2', '6', '3']]",21.0,0,0,0,0,0,0,0,0,0
3379,tiderunner aquamancer,13,Attack 3,spear,['piercing'],20,1,range,"[['2', '6', '3']]",24.0,0,0,0,0,0,0,0,0,0
3381,xevalorg,13,Attack 1,jaws,['piercing'],5,1,melee,"[['3', '12', '14']]",27.0,0,0,0,0,0,0,0,0,0
3382,xevalorg,13,Attack 2,claw,['slashing'],5,1,melee,"[['3', '8', '14']]",27.0,0,0,0,0,0,0,0,0,0
3383,aspis operative,14,Attack 1,scimitar,"['slashing', 'force']",5,1,melee,"[['2', '6', '14']]",30.0,0,0,0,0,0,0,0,0,0
3384,aspis operative,14,Attack 2,heavy,['piercing'],120,2,range,"[['2', '10', '6']]",30.0,0,0,0,0,0,0,0,0,0
3385,blister,14,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '12']]",27.0,0,0,0,0,0,0,0,0,0
3386,softly,14,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '12']]",27.0,0,0,0,0,0,0,0,0,0
3387,barrel launcher,14,Attack 1,rapier,['piercing'],5,1,melee,"[['3', '6', '14']]",29.0,0,0,0,0,0,0,0,0,0
3388,barrel launcher,14,Attack 2,spinning,['slashing'],120,1,range,"[['2', '10', '11']]",29.0,0,0,0,0,0,0,0,0,0
3389,barrel launcher,14,Attack 3,barrel,['bludgeoning'],60,1,range,"[['2', '12', '10']]",29.0,0,0,0,0,0,0,0,0,0
3391,clockwork chopper,14,Attack 1,chopper,['slashing'],5,1,melee,"[['3', '12', '10']]",29.0,0,0,0,0,0,0,0,0,0
3392,clockwork chopper,14,Attack 2,rapier,['piercing'],5,1,melee,"[['3', '6', '14']]",29.0,0,0,0,0,0,0,0,0,0
3393,clockwork chopper,14,Attack 3,spinning,['slashing'],120,1,range,"[['2', '10', '11']]",29.0,0,0,0,0,0,0,0,0,0
3395,clockwork injector,14,Attack 1,rapier,['piercing'],5,1,melee,"[['3', '6', '14']]",29.0,0,0,0,0,0,0,0,0,0
3396,clockwork injector,14,Attack 2,syringe,"['piercing', 'acid']",5,1,melee,"[['4', '6', '10'], ['1', '12', 0]]",29.0,0,0,0,0,0,0,0,0,0
3397,clockwork injector,14,Attack 3,spinning,['slashing'],120,1,range,"[['2', '10', '11']]",29.0,0,0,0,0,0,0,0,0,0
3399,drow bodyguard golem,14,Attack 1,iron,"['slashing', 'force']",5,1,melee,"[['3', '10', '14']]",30.0,0,0,0,0,0,0,0,0,0
3400,drow bodyguard golem,14,Attack 2,fist,['bludgeoning'],5,1,melee,"[['3', '10', '14']]",30.0,0,0,0,0,0,0,0,0,0
3401,falrok,14,Attack 1,jaws,['piercing'],5,1,melee,"[['3', '8', '12']]",30.0,0,0,0,0,0,0,0,0,0
3402,falrok,14,Attack 2,claw,['slashing'],5,1,melee,"[['3', '6', '12']]",30.0,0,0,0,0,0,0,0,0,0
3404,grimwold,14,Attack 1,longsword,['slashing'],5,1,melee,"[['3', '8', '12']]",28.0,0,0,0,0,0,0,0,0,0
3405,grimwold,14,Attack 2,crossbow,['piercing'],120,2,range,"[['1', '8', '6']]",24.0,0,0,0,0,0,0,0,0,0
3406,kapral,14,Attack 1,staff,['bludgeoning'],5,1,melee,"[['2', '4', '5']]",24.0,0,0,0,0,0,0,0,0,0
3407,king harral,14,Attack 1,thundering,"['bludgeoning', 'sonic']",5,1,melee,"[['2', '12', '12'], ['1', '6', 0]]",28.0,0,0,0,0,0,0,0,0,0
3408,kralgurn,14,Attack 1,corrosive,"['slashing', 'acid']",5,1,melee,"[['2', '4', '16'], ['1', '6', 0]]",31.0,0,0,0,0,0,0,0,0,0
3409,kralgurn,14,Attack 2,composite,['piercing'],60,2,range,"[['2', '8', '12']]",27.0,0,0,0,0,0,0,0,0,0
3410,ledorick banyan,14,Attack 1,longsword,['slashing'],5,1,melee,"[['3', '8', '13']]",29.0,0,0,0,0,0,0,0,0,0
3411,ledorick banyan,14,Attack 2,fist,['bludgeoning'],5,1,melee,"[['1', '4', '11']]",27.0,0,0,0,0,0,0,0,0,0
3412,ledorick banyan,14,Attack 3,composite,['piercing'],100,2,range,"[['2', '8', '11']]",27.0,0,0,0,0,0,0,0,0,0
3413,lie-master,14,Attack 1,pincer,"['bludgeoning', 'evil']",5,1,melee,"[['3', '10', '15'], ['1', '6', 0]]",29.0,0,0,0,0,0,0,0,0,0
3414,lie-master,14,Attack 2,claw,"['slashing', 'evil']",5,1,melee,"[['3', '6', '15'], ['1', '6', 0]]",29.0,0,0,0,0,0,0,0,0,0
3415,lie-master,14,Attack 3,jaws,"['piercing', 'evil']",5,1,melee,"[['3', '12', '15'], ['1', '6', '4']]",29.0,0,0,0,0,0,0,0,0,0
3416,mr. snips,14,Attack 1,scissors,['slashing'],5,1,melee,"[['3', '10', '14']]",30.0,0,0,0,0,0,0,0,0,0
3417,mr. snips,14,Attack 2,fist,['bludgeoning'],5,1,melee,"[['3', '10', '14']]",30.0,0,0,0,0,0,0,0,0,0
3418,pulping golem,14,Attack 1,fist,['bludgeoning'],5,1,melee,"[['3', '10', '14']]",30.0,0,0,0,0,0,0,0,0,0
3419,starved staff,14,Attack 1,jaws,['piercing'],5,1,melee,"[['3', '12', '16']]",29.0,0,0,0,0,0,0,0,0,0
3420,starved staff,14,Attack 2,claw,['slashing'],5,1,melee,"[['3', '8', '16']]",29.0,0,0,0,0,0,0,0,0,0
3421,velberi jallist,14,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '12']]",27.0,0,0,0,0,0,0,0,0,0
3422,zephyr guard,14,Attack 1,scimitar,"['slashing', 'force']",5,1,melee,"[['2', '6', '14']]",30.0,0,0,0,0,0,0,0,0,0
3423,zephyr guard,14,Attack 2,heavy,['piercing'],120,2,range,"[['2', '10', '6']]",30.0,0,0,0,0,0,0,0,0,0
3424,shanchek,15,Attack 1,staff,['bludgeoning'],5,1,melee,"[['4', '4', '10']]",30.0,0,0,0,0,0,0,0,0,0
3425,shanchek,15,Attack 2,spear,['piercing'],5,1,melee,"[['2', '6', '10']]",30.0,0,0,0,0,0,0,0,0,0
3426,shanchek,15,Attack 3,jaws,['piercing'],5,1,melee,"[['3', '8', '10']]",28.0,0,0,0,0,0,0,0,0,0
3427,shanchek,15,Attack 4,claw,['slashing'],5,1,melee,"[['3', '4', '10']]",28.0,0,0,0,0,0,0,0,0,0
3428,shanchek,15,Attack 5,spear,['piercing'],20,1,range,"[['2', '6', '10']]",30.0,0,0,0,0,0,0,0,0,0
3430,accursed forge-spurned,15,Attack 1,soul,"['fire', 'slashing']",5,1,melee,"[['3', '8', '14'], ['1', '6', 0]]",31.0,0,0,0,0,0,0,0,0,0
3431,accursed forge-spurned,15,Attack 2,warhammer,['bludgeoning'],5,1,melee,"[['2', '8', '14']]",31.0,0,0,0,0,0,0,0,0,0
3432,convergent giant eagle,15,Attack 1,beak,['piercing'],5,1,melee,"[['4', '8', '6']]",30.0,0,0,0,0,0,0,0,0,0
3433,convergent giant eagle,15,Attack 2,talons,['slashing'],5,1,melee,"[['2', '10', '6']]",30.0,0,0,0,0,0,0,0,0,0
3434,helg eats-the-eaters,15,Attack 1,jaws,['piercing'],5,1,melee,"[['3', '12', '13']]",30.0,0,0,0,0,0,0,0,0,0
3435,helg eats-the-eaters,15,Attack 2,claw,['slashing'],5,1,melee,"[['3', '8', '13']]",30.0,0,0,0,0,0,0,0,0,0
3436,ilssrah embermead,15,Attack 1,Fleshroaster,"['fire', 'slashing']",5,1,melee,"[['2', '8', '14'], ['1', '6', 0]]",31.0,0,0,0,0,0,0,0,0,0
3437,ilssrah embermead,15,Attack 2,returning,['bludgeoning'],5,1,melee,"[['2', '6', '14']]",30.0,0,0,0,0,0,0,0,0,0
3438,ilssrah embermead,15,Attack 3,returning,['bludgeoning'],20,1,range,"[['2', '6', '14']]",28.0,0,0,0,0,0,0,0,0,0
3440,ixusoth,15,Attack 1,fist,['bludgeoning'],5,1,melee,"[['3', '10', '10']]",27.0,0,0,0,0,0,0,0,0,0
3441,jonis flakfatter,15,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '10'], ['2', '8', 0]]",28.0,0,0,0,0,0,0,0,0,0
3442,jonis flakfatter,15,Attack 2,dagger,['piercing'],10,1,range,"[['2', '4', '10']]",28.0,0,0,0,0,0,0,0,0,0
3444,lyrt cozurn,15,Attack 1,pain,['evil'],5,1,melee,"[['8', '6', 0], ['2', '6', 0]]",28.0,0,0,0,0,0,0,0,0,0
3445,scarlet triad enforcer,15,Attack 1,scimitar,"['slashing', 'force']",5,1,melee,"[['3', '6', '15']]",32.0,0,0,0,0,0,0,0,0,0
3446,scarlet triad enforcer,15,Attack 2,sap,['bludgeoning'],5,1,melee,"[['2', '6', '15']]",32.0,0,0,0,0,0,0,0,0,0
3447,scarlet triad enforcer,15,Attack 3,composite,['piercing'],60,2,range,"[['2', '6', '12']]",31.0,0,0,0,0,0,0,0,0,0
3448,scarlet triad mage,15,Attack 1,dagger,['slashing'],5,1,melee,"[['2', '4', '9']]",30.0,0,0,0,0,0,0,0,0,0
3449,zashathal head-taker,15,Attack 1,ankylostar,['bludgeoning'],5,1,melee,"[['3', '10', '12']]",30.0,0,0,0,0,0,0,0,0,0
3450,zashathal head-taker,15,Attack 2,jaws,['piercing'],5,1,melee,"[['3', '8', '12']]",28.0,0,0,0,0,0,0,0,0,0
3451,zashathal head-taker,15,Attack 3,claw,['slashing'],5,1,melee,"[['3', '6', '12']]",28.0,0,0,0,0,0,0,0,0,0
3452,zashathal head-taker,15,Attack 4,stoneraiser,['piercing'],30,1,range,"[['2', '6', '12']]",25.0,0,0,0,0,0,0,0,0,0
3454,zuferian,15,Attack 1,light,[],5,1,melee,"[['2', '4', '8']]",30.0,0,0,0,0,0,0,0,0,0
3456,daumieth,16,Attack 1,bo,"['bludgeoning', 'spirit']",5,1,melee,"[['2', '8', '16']]",33.0,0,0,0,0,0,0,0,0,0
3457,daumieth,16,Attack 2,web,"['bludgeoning', 'spirit']",5,1,melee,"[['3', '12', '16']]",31.0,0,0,0,0,0,0,0,0,0
3458,blune's illusory toady,16,Attack 1,chaos,['chaotic'],5,1,melee,"[['3', '8', '12']]",35.0,0,0,0,0,0,0,0,0,0
3459,calennia,16,Attack 1,scourge,"['lawful', 'slashing', 'chaotic']",5,1,melee,"[['3', '4', '13'], ['1', '6', 0]]",31.0,0,0,0,0,0,0,0,0,0
3460,calennia,16,Attack 2,heavy,['piercing'],120,2,range,"[['2', '10', '8']]",25.0,0,0,0,0,0,0,0,0,0
3461,convergent soldier,16,Attack 1,bastard,['slashing'],5,1,melee,"[['2', '8', '12']]",31.0,0,0,0,0,0,0,0,0,0
3462,convergent soldier,16,Attack 2,longbow,['piercing'],100,2,range,"[['1', '8', '9']]",29.0,0,0,0,0,0,0,0,0,0
3463,garrote master assassin,16,Attack 1,dagger,['piercing'],5,1,melee,"[['2', '4', '11']]",31.0,0,0,0,0,0,0,0,0,0
3464,garrote master assassin,16,Attack 2,crossbow,['piercing'],120,2,range,"[['2', '8', '6']]",30.0,0,0,0,0,0,0,0,0,0
3465,garrote master assassin,16,Attack 3,dagger,['piercing'],10,1,range,"[['2', '4', '11']]",32.0,0,0,0,0,0,0,0,0,0
3468,graem and grinlowe,16,Attack 1,claw,['slashing'],5,1,melee,"[['3', '12', '13']]",31.0,0,0,0,0,0,0,0,0,0
3469,kharostan,16,Attack 1,rhoka,['slashing'],5,1,melee,"[['3', '8', '12']]",32.0,0,0,0,0,0,0,0,0,0
3470,kharostan,16,Attack 2,jaws,['piercing'],5,1,melee,"[['3', '8', '12']]",31.0,0,0,0,0,0,0,0,0,0
3471,kharostan,16,Attack 3,composite,['piercing'],100,2,range,"[['2', '8', '9']]",32.0,0,0,0,0,0,0,0,0,0
3472,myrna rath,16,Attack 1,jaws,"['piercing', 'evil']",5,1,melee,"[['3', '8', '16'], ['2', '6', 0]]",32.0,0,0,0,0,0,0,0,0,0
3473,myrna rath,16,Attack 2,claw,"['slashing', 'evil']",5,1,melee,"[['3', '10', '16'], ['2', '6', 0]]",32.0,0,0,0,0,0,0,0,0,0
3474,qormintur,16,Attack 1,shortsword,['piercing'],5,1,melee,"[['3', '6', '11']]",32.0,0,0,0,0,0,0,0,0,0
3475,qormintur,16,Attack 2,acid,['acid'],60,1,range,"[['3', '6', 0]]",32.0,0,0,0,0,0,0,0,0,0
3476,qormintur,16,Attack 3,alchemistes,['fire'],60,1,range,"[['3', '8', '6']]",32.0,0,0,0,0,0,0,0,0,0
